Date,Open,High,Low,Close,Adj Close,Volume
2025-09-03,24.09000015258789,24.09000015258789,23.719999313354492,24.0,24.0,47822900
2025-09-04,23.850000381469727,24.639999389648438,23.75,24.610000610351562,24.610000610351562,59056500
2025-09-05,24.600000381469727,24.709999084472656,24.170000076293945,24.489999771118164,24.489999771118164,55975300
2025-09-08,24.479999542236328,24.739999771118164,24.1200008392334,24.479999542236328,24.479999542236328,51122100
2025-09-09,24.530000686645508,24.809999465942383,24.270000457763672,24.440000534057617,24.440000534057617,42146200
2025-09-10,24.420000076293945,24.8700008392334,24.280000686645508,24.770000457763672,24.770000457763672,61600700
2025-09-11,24.760000228881836,24.93000030517578,24.56999969482422,24.610000610351562,24.610000610351562,55536900
2025-09-12,24.610000610351562,24.6299991607666,24.049999237060547,24.079999923706055,24.079999923706055,52672800
2025-09-15,24.329999923706055,25.459999084472656,24.219999313354492,24.770000457763672,24.770000457763672,83951600
2025-09-16,24.81999969482422,25.34000015258789,24.690000534057617,25.270000457763672,25.270000457763672,60336600
2025-09-17,25.079999923706055,25.260000228881836,24.450000762939453,24.899999618530273,24.899999618530273,63093700
2025-09-18,31.780000686645508,32.380001068115234,30.15999984741211,30.56999969482422,30.56999969482422,523908000
2025-09-19,30.3799991607666,30.6299991607666,29.329999923706055,29.579999923706055,29.579999923706055,225702900
2025-09-22,29.670000076293945,30.100000381469727,28.729999542236328,28.760000228881836,28.760000228881836,130314500
2025-09-23,28.989999771118164,30.200000762939453,28.81999969482422,29.34000015258789,29.34000015258789,126317900
2025-09-24,29.3799991607666,31.700000762939453,29.229999542236328,31.219999313354492,31.219999313354492,164458500
2025-09-25,31.610000610351562,34.25,31.209999084472656,33.9900016784668,33.9900016784668,295709300
2025-09-26,35.02000045776367,36.29999923706055,34.4900016784668,35.5,35.5,268583300
2025-09-29,34.52000045776367,35.04999923706055,33.72999954223633,34.47999954223633,34.47999954223633,152605900
2025-09-30,33.93000030517578,34.2400016784668,33.02000045776367,33.54999923706055,33.54999923706055,124818400
2025-10-01,33.529998779296875,36.060001373291016,33.5,35.939998626708984,35.939998626708984,162649700
2025-10-02,35.7599983215332,37.56999969482422,35.439998626708984,37.29999923706055,37.29999923706055,149361700
